assembly_id	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	GTDB_accession	GTDB_domain	GTDB_phylum	GTDB_class	GTDB_order	GTDB_family	GTDB_genus	GTDB_species
GCA_014238345.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014238595.1	2026763	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014239585.1	2026764	14	14	87.50	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014240275.1	2030811	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014240375.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014323835.1	2653679	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014324045.1	2026786	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014359565.1	1934948	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360055.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360465.1	1869227	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360645.1	2900548	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360845.1	2052143	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360855.1	2052143	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014360945.1	2306012	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014361085.1	2268198	14	14	87.50	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014361165.1	2250530	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014377495.1	2762020	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014379585.1	2812629	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014382495.1	2030808	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014383605.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014728185.1	2250272	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014728245.1	2212470	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014728525.1	2030827	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014729025.1	2268182	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014729895.1	2053570	11	11	68.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014730175.1	2053527	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014730235.1	2026781	12	12	75.00	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014762485.1	1913989	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014859085.1	2052148	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014874385.1	2026734	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014874485.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014879435.1	2052180	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014879555.1	2447898	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014879665.1	2052143	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014879765.1	1872519	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014896355.1	1879010	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014896375.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014896485.1	1879010	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014896575.1	676965	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_014896945.1	2741701	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015056475.1	1898207	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015056545.1	1898207	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015068905.1	2485925	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015068925.1	2485925	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015068985.1	2485925	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015075175.1	1869227	9	9	56.25	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015075375.1	2026780	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015075515.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015075745.1	2052181	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015122065.1	2898728	12	12	75.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015163845.1	2041083	13	12	81.25	6.25	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015222405.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015222755.1	1977087	14	12	87.50	12.50	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015231345.1	2026780	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015231655.1	2006184	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015231815.1	2026769	7	7	43.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015233235.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015233285.1	2026735	0	0	0.00	0.00	0	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015234015.1	2026759	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015272465.1	2747801	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015272495.1	2747798	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015278175.1	1732024	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015484715.1	2497639	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015484945.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015485455.1	2026780	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015485655.1	2052139	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486055.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486095.1	2053689	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486235.1	2052143	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486285.1	1869227	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486675.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486685.1	2052148	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486815.1	2026778	11	11	68.75	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486855.1	1898206	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015486955.1	2614234	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015487535.1	2053503	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015487895.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015488025.1	2172550	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015488555.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015489595.1	2099670	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015490255.1	2052148	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015490395.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015490555.1	2052148	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015490705.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015491235.1	2614247	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015491535.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015491815.1	1913989	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015492395.1	2026735	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015492605.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015492695.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015492775.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015493505.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015494465.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015494645.1	2202151	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015520405.1	2250273	9	9	56.25	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015520975.1	2614263	14	14	87.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015521565.1	2250275	15	15	93.75	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015521825.1	2093792	15	15	93.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015522425.1	2511821	3	3	18.75	0.00	2	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015522495.1	2599936	15	15	93.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015522885.1	1906666	15	15	93.75	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015659975.1	2932367	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015660205.1	2080302	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015711795.1	2900695	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016124315.1	1913988	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016124415.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016125375.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016176845.1	2026769	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016177145.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016177245.1	2053642	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016178505.1	2026780	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016178585.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016179685.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016180425.1	2030800	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016180645.1	2026887	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016180815.1	2030800	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016180965.1	2093792	12	12	75.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016182365.1	2282145	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016182525.1	2053565	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016183425.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016183865.1	2033014	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016183885.1	2033014	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016183895.1	2033014	14	13	87.50	12.50	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016186045.1	2053634	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016186995.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016187225.1	2053521	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188015.1	2053607	10	9	62.50	6.25	6	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188355.1	2053634	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188575.1	2419984	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188605.1	2750079	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188765.1	2026774	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188775.1	2026774	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016188915.1	2093373	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016189825.1	2026724	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016189835.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190005.1	2053640	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190025.1	2528274	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190145.1	2026780	13	13	81.25	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190175.1	2026780	14	13	87.50	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190205.1	2035772	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190305.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190375.1	2026735	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190445.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190505.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190625.1	2026724	11	11	68.75	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190665.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016190815.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016191085.1	1978231	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016191235.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016191335.1	2030800	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016192035.1	1898104	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016192455.1	2528274	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016192655.1	2026735	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016192705.1	2026735	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016193065.1	2528274	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016194285.1	2026887	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016195325.1	1978231	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016195465.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016196625.1	2762014	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016196915.1	2081524	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016197155.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016197285.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016198745.1	2026799	13	13	81.25	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016199065.1	2093373	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016199255.1	47478	7	7	43.75	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016199325.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016200345.1	2026769	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016200445.1	1913989	13	13	81.25	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016200465.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016200485.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201015.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201345.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201705.1	2035772	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201765.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201825.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016201905.1	2052166	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202325.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202395.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202485.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202695.1	1977087	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202865.1	2093792	9	9	56.25	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016202915.1	1978231	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016203755.1	2282149	14	13	87.50	6.25	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016203765.1	2026735	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016203935.1	2026774	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016204585.1	2053565	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016204975.1	2030800	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016205045.1	2030800	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016205125.1	2026735	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016206165.1	2053634	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016206675.1	2035772	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016206785.1	2035772	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016206925.1	2035772	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016206945.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016207225.1	2250274	13	13	81.25	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016207405.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016207465.1	2026739	10	10	62.50	0.00	5	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016207515.1	2026739	14	14	87.50	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016208165.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016208205.1	2282144	14	13	87.50	6.25	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016208615.1	2528828	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016208805.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016209155.1	2282144	11	11	68.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016209495.1	2026780	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016209585.1	2026780	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016209595.1	2026780	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016209885.1	2026742	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210125.1	2026724	12	12	75.00	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210205.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210425.1	2026724	10	10	62.50	0.00	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210485.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210565.1	2026724	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210665.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210705.1	2026724	11	10	68.75	6.25	9	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016210925.1	1978231	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016211105.1	1978231	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016212085.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016212195.1	2026887	8	8	50.00	0.00	7	No	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016212295.1	2026769	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016212395.1	2250274	15	15	93.75	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016213125.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016213935.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016214265.1	2035772	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016214425.1	2026887	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016214925.1	1913989	13	13	81.25	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016215325.1	2053634	14	14	87.50	0.00	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016217625.1	2026887	13	12	81.25	6.25	11	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218215.1	2282145	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218315.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218365.1	1913989	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218485.1	2053554	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218565.1	2030800	12	12	75.00	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218785.1	2026735	12	12	75.00	0.00	8	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218805.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218925.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016218965.1	2026735	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016219165.1	2026735	10	10	62.50	0.00	10	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016219275.1	2026724	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016220175.1	2030811	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016222885.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016234185.1	2026887	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016235055.1	2026724	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016235085.1	2053527	14	14	87.50	0.00	12	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016235255.1	2026769	14	14	87.50	0.00	13	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016278515.1	1879010	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016282055.1	1903720	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016283195.1	2026735	14	14	87.50	0.00	14	Yes	NA	NA	NA	NA	NA	NA	NA	NA
GCA_016288255.1	1879010	6	6	37.50	0.00	6	No	NA	NA	NA	NA	NA	NA	NA	NA
